recipe_name,ingredients_list,cuisine,cook_time_minutes,timing,calories,servings,rating,url,img_src,directions
Marshmallow Log,"['flaked coconut', 'miniature colored marshmallows', 'crushed graham crackers', 'can sweetened condensed milk', 'chopped walnuts', 'candied cherries', 'quartered']",american,32,"Prep Time: 15 mins, Additional Time: 30 mins, Total Time: 45 mins, Servings: 12",342,12,4.6,https://www.allrecipes.com/recipe/22995/marshmallow-log/,https://www.allrecipes.com/thmb/bTzUBwZc62Seh8_uQOxhPop-yDc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7536323-11ca93a9a2f84ffa95d5815a4730287f.jpg,"Sprinkle coconut evenly on a sheet of waxed paper.
In a medium bowl, stir together marshmallows, graham cracker crumbs, condensed milk, walnuts, and cherries. Shape into a log; place on waxed paper and roll in coconut. Wrap with waxed paper and refrigerate until firm."
Preserved Cherries,"['pounds fresh cherries', 'stems removed', 'water', '¾  white sugar']",american,32,"Servings: 16, Yield: 4 half-pint jars",89,16,5.0,https://www.allrecipes.com/recipe/265814/preserved-cherries/,https://www.allrecipes.com/thmb/iDHeSS-JZu5UoTjOXeuPS_76mqE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5491038-preserved-cherries-AllrecipesPhoto-4x3-1-227bfd30ef37498185aeb911c11f8c06.jpg,"Inspect 8 half-pint jars for cracks and rings for rust, discarding any defective ones. Immerse in simmering water for 10 minutes to sterilize. Wash new, unused lids and rings in warm soapy water.
Fill sterilized jars with cherries up to the ""neck"" of the jar.
Pour water into a large pan and bring to a boil. Add sugar and keep boiling until sugar dissolves. Pour hot simple syrup over cherries into the jars up to 1/8-inch from the top. Run a clean knife or thin spatula around the insides of the jars to remove any air bubbles. Wipe rims with a moist paper towel to remove any spills. Top with lids and tightly screw on rings.
Place a rack in the bottom of a large stockpot and fill halfway with water. Bring to a boil and lower jars 2 inches apart into the boiling water using a holder. Pour in more boiling water to cover jars by at least 1 inch. Bring to a rolling boil, cover, and process for 20 minutes.
Remove the jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart. Let rest for 24 hours without moving the jars. Gently press the center of each lid with a finger to ensure the lid does not move up or down. Remove the rings for storage and store in a cool, dark area."
Cherry Chicken,"['tablespoons vegetable oil', 'whole chicken', 'cut into  pieces', 'salt and pepper to taste', '½  all-purpose flour for dusting', 'can pitted dark cherries packed in water', '½  white sugar', 'tablespoon cornstarch', 'orange - with peel', 'quartered and thinly sliced', '½  slivered almonds', 'toasted']",asian,30,"Prep Time: 15 mins, Cook Time: 30 mins, Total Time: 45 mins, Servings: 4",1150,4,4.3,https://www.allrecipes.com/recipe/92782/cherry-chicken/,https://www.allrecipes.com/thmb/wRm2mGPG4SaiZBnjGzMUWu4UWaA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3694208-73655e3facbd44c59285a2e3edf53d43.jpg,"Heat oil in a large skillet over medium-high heat. Season chicken with salt and pepper, then coat with flour. Fry in hot oil until browned, turning as needed. Reduce heat to medium, cover, and cook until meat is tender and juices run clear, about 25 minutes.
Remove chicken from the skillet; pour off all but 1/4 cup drippings. Return the skillet to medium heat and stir in cherries, reserving some cherry liquid for later. Stir in sugar and bring to a boil. Dissolve cornstarch in reserved cherry liquid, then stir into the skillet. Cook, stirring gently, until thickened.
Add orange slices and almonds to the skillet, then return chicken pieces to the skillet. Spoon sauce over chicken to coat; simmer over low heat for 5 to 10 minutes before serving."
Hawaiian Millionaire Pie,"['pie crust', 'baked', 'can crushed pineapple', 'drained', '¼  lemon juice', 'container frozen whipped topping', 'thawed', '½  maraschino cherries', 'chopped', 'can sweetened condensed milk', 'chopped walnuts']",american,32,"Prep Time: 15 mins, Additional Time: 1 hrs, Total Time: 1 hrs 15 mins, Servings: 8, Yield: 1 9-inch pie",542,8,4.5,https://www.allrecipes.com/recipe/15568/hawaiian-millionaire-pie/,https://www.allrecipes.com/thmb/5f2ORPEscH9_Q8t52esUwoUbxHQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/902086-c35df260c9434518a143c634888f41f2.jpg,"In a large mixing bowl, fold pineapple, lemon juice, whipped topping, cherries, condensed milk, and walnuts together. Pour into pie shell and chill for at least one hour before serving."
Sour Cherry Pudding Cake,"['all-purpose flour', 'white sugar', 'milk', 'tablespoons vegetable oil', 'tablespoon baking powder', 'pitted tart red cherries', 'white sugar', '¼ teaspoon almond extract']",american,30,"Prep Time: 15 mins, Cook Time: 30 mins, Total Time: 45 mins, Servings: 12, Yield: 1 9x13-inch cake",263,12,4.5,https://www.allrecipes.com/recipe/218437/sour-cherry-pudding-cake/,https://www.allrecipes.com/thmb/-vAf8siGqcK4MLZxEFz3ZqiH1u0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1026193-a0d38bb33c814104bc8fb76ae4a828dc.jpg,"Preheat the oven to 375 degrees F (190 degrees C). Grease a 9x13-inch baking dish.
In a bowl, stir together flour, 1 cup sugar, milk, oil, and baking powder to make a smooth batter; scrape batter into the prepared baking dish.
In a separate bowl, stir cherries with 1 cup sugar and almond extract; spoon over batter.
Bake in the preheated oven until cake is lightly browned and a toothpick inserted into the center of the cake comes out clean, about 30 minutes."
Black Forest Cheesecakes,"['chocolate sandwich cookies with creme filling', 'packages cream cheese', 'softened', '¾  white sugar', '⅓  baking cocoa', 'teaspoon vanilla extract', 'large eggs', 'can cherry pie filling', '½  whipped topping']",german,20,"Prep Time: 20 mins, Cook Time: 20 mins, Additional Time: 2 hrs, Total Time: 2 hrs 40 mins, Servings: 12",317,12,5.0,https://www.allrecipes.com/recipe/222647/black-forest-cheesecakes/,https://www.allrecipes.com/thmb/ZGN7fzid5jxn1t87NmUZLtawps8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1006021-bc051ab4436149c6b819c7355682eae0.jpg,"Preheat the oven to 325 degrees F (160 degrees C). Line muffin cups with paper or foil liners.
Remove top from each sandwich cookie; crush tops and set aside. Place creme-topped cookies in the prepared muffin cups, creme-side up.
Beat cream cheese, sugar, cocoa, and vanilla in a large bowl with an electric mixer until fluffy. Mix in eggs until blended. Fill the prepared muffin cups 3/4 full; sprinkle 1/4 cup reserved cookie crumbs on top. Discard remaining crumbs or save for another use.
Bake in the preheated oven until set, 20 to 25 minutes. Cool completely; cover and refrigerate for at least 2 hours.
Top each cheesecake with 2 tablespoons cherry filling and a dollop of whipped topping just before serving.









"
Fresh Fig Cake,"['¼  butter', 'softened', 'white sugar', 'egg', 'all-purpose flour', '½ teaspoon salt', 'teaspoons baking powder', 'fat-free evaporated milk', 'teaspoon vanilla extract', '¼ teaspoon almond extract', 'chopped fresh figs', 'chopped fresh figs', '¼  packed brown sugar', '¼  water', 'tablespoon lemon juice']",american,30,"Prep Time: 40 mins, Cook Time: 30 mins, Total Time: 1 hrs 10 mins, Servings: 8, Yield: 1 8-inch layer cake",379,8,4.4,https://www.allrecipes.com/recipe/8290/fresh-fig-cake/,https://www.allrecipes.com/thmb/82HcR-Y0nYEyntv02Y5auGkl25s=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8461892-fresh-fig-cake-bvwinemaker-4x3-1-c00012b00c024daaa958610e0c393036.jpg,"Preheat oven to 350 degrees F (175 degrees C). Spray two 8-inch round cake pans with vegetable oil spray.
In a medium bowl, sift together flour, salt and baking powder. Set aside.
In a large mixing bowl, cream butter with the sugar until fluffy. Add egg and beat well. Add flour mixture alternately with the evaporated milk. Fold in vanilla and almond extracts and 1 cup chopped figs.
Divide into two prepared 8-inch round cake pans. Bake in preheated oven until cake springs back when lightly touched with a fingertip and a toothpick inserted into the center comes out clean, 25 to 30 minutes. Cool cake layers on wire rack.
To make the filling: In a saucepan, combine 2 cups chopped figs, brown sugar, water and lemon juice. Bring to a boil. Reduce heat to a simmer and cook until thickened, about 20 minutes. Spread thinly between cooled cake layers and on top."
Fig Preserves,"['fresh figs', 'tablespoon baking soda', 'boiling water', 'white sugar', 'water', 'lemon', 'sliced']",american,80,"Prep Time: 10 mins, Cook Time: 1 hrs 20 mins, Additional Time: 1 hrs, Total Time: 2 hrs 30 mins, Servings: 64, Yield: 64 servings",152,64,4.7,https://www.allrecipes.com/recipe/20854/fig-preserves/,https://www.allrecipes.com/thmb/NpaAG6SjdZriCTwo7_CgASWU_E4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1281274-2a9bd5ae257543bba521e36d52ebd3d9.jpg,"In a large mixing bowl place figs and sprinkle with baking soda. Pour the boiling water over the figs and soak for 1 hour.
Drain figs and rinse thoroughly with cold water. In a large Dutch oven combine the sugar and the 4 cups of water; bring to a boil and cook for 10 minutes.
Add the figs and lemon slices to the syrup in the Dutch oven and cook for 1 hour, stirring occasionally.
Spoon figs into hot, sterilized jars and spoon syrup over figs, leaving 1/2 inch of head space. Top jars with lids and screw bands on tightly. Process for 10 minutes in a hot water bath.









"
Elegant Fig Appetizers with Goat Cheese and Almonds,"['fresh figs', 'halved', 'herbed goat cheese', 'almonds', 'tablespoon honey', 'teaspoons balsamic vinegar']",american,3,"Prep Time: 15 mins, Cook Time: 3 mins, Total Time: 18 mins, Servings: 12, Yield: 24 appetizers",96,12,4.6,https://www.allrecipes.com/recipe/143662/elegant-fig-appetizers-with-goat-cheese-and-almonds/,https://www.allrecipes.com/thmb/mB4mJ1N7z0gdmJoSc8zUIdnu_Bk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2238447-elegant-fig-appetizers-with-goat-cheese-and-almonds-Ayla-4x3-1-168dcb76f3854d479d19a4eb5008af24.jpg,"Preheat the oven broiler for high heat.
Place the fig halves, cut side up, on a baking sheet. Top each half with about 1/2 teaspoon goat cheese. Place one almond on each, press to push the cheese slightly into each fig.
Broil the figs in the preheated oven until the cheese is soft and the almonds are turning a rich shade of brown, 2 to 3 minutes. Remove from the broiler and let cool for 5 minutes. Arrange the figs on a serving platter and drizzle with honey and balsamic vinegar. Serve warm."
Fig and Arugula Salad,"['arugula', 'fresh figs', 'quartered', '¼  grated parmesan cheese', 'tablespoons toasted pine nuts', 'tablespoons honey', 'tablespoons balsamic vinegar']",american,32,"Prep Time: 15 mins, Total Time: 15 mins, Servings: 4, Yield: 4 servings",176,4,4.8,https://www.allrecipes.com/recipe/220468/fig-and-arugula-salad/,https://www.allrecipes.com/thmb/EeQbkDBjWV_LTmILIDOpmWYCyJA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2331988-1ce9b36dd5064c888b5483d655661d76.jpg,"Toss arugula, figs, Parmesan cheese, and pine nuts together in a large bowl.
Drizzle honey and balsamic vinegar over salad before serving."
Fig Smoothie,"['frozen bananas', 'peeled and chopped', 'fresh figs', 'halved', '¾  milk', '¾  orange juice']",american,32,"Prep Time: 5 mins, Total Time: 5 mins, Servings: 2, Yield: 2 servings",363,2,4.4,https://www.allrecipes.com/recipe/190893/fig-smoothie/,https://www.allrecipes.com/thmb/uAiq8BMgn7zW-BDv_Hwc6ecUa8w=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6863836-fig-smoothie-Allrecipes-Magazine-4x3-1-fd36de8f9b304832adad243a42ead48e.jpg,"Place the bananas, figs, milk, and orange juice into a blender. Cover, and puree until smooth. Pour into glasses to serve."
Strawberry Fig Preserve,"['mashed fresh ripe figs', 'white sugar', 'packages strawberry flavored gelatin', 'half pint canning jars with lids and rings']",american,5,"Prep Time: 10 mins, Cook Time: 5 mins, Additional Time: 15 mins, Total Time: 30 mins, Servings: 48, Yield: 6 half pints",72,48,4.2,https://www.allrecipes.com/recipe/234310/strawberry-fig-preserve/,https://www.allrecipes.com/thmb/08VO_wdpHckl4y4RH_FOS3pPgHU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9262835-379cd228018a4cd689cf01070c0d4579.jpg,"Heat figs, sugar, and strawberry gelatin together in a saucepan over medium-high heat; bring to a rolling boil. Cook fig mixture, stirring frequently, for 4 minutes; remove from heat.
Sterilize jars and lids in boiling water for at least 5 minutes. Pour hot fig mixture into hot, sterilized jars, filling to within 1/2 inch of the top. Run a knife or thin spatula around the insides of the jars after they have been filled to remove any air bubbles. Wipe the rims of the jars with a moist paper towel to remove any food residue. Top with lids and screw on rings.
Place a rack in the bottom of a large stockpot and fill halfway with water. Bring to a boil and lower jars into the boiling water using a holder. Leave a 2-inch space between the jars. Pour in more boiling water if necessary to bring the water level to at least 1 inch above the tops of the jars. Bring the water to a rolling boil, cover the pot, and process for 15 minutes.
Remove the jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart, until cool. Once cool, press the top of each lid with a finger, ensuring that the seal is tight (lid does not move up or down at all). Store in a cool, dark area."
Fig and Onion Spread,"['¼  olive oil', 'large red onion', 'chopped', 'chopped fresh black mission figs', '¼  aged balsamic vinegar', 'tablespoons white sugar', 'or to taste']",american,35,"Prep Time: 10 mins, Cook Time: 35 mins, Total Time: 45 mins, Servings: 24, Yield: 24 servings",38,24,4.6,https://www.allrecipes.com/recipe/234218/fig-and-onion-spread/,https://www.allrecipes.com/thmb/AbQnoSTm3f2V1iDzkUDTznXDYcc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1043270-fa30d48aa7b94b1ab12065bd2d394b55.jpg,"Heat olive oil in a saucepan over medium heat; stir onion in the hot oil. Reduce heat to medium-low, cover saucepan, and cook, stirring occasionally, until onion is softened and caramel-colored, 20 to 25 minutes.
Stir figs into onion; cook and stir until figs begin to lose their shape and have softened into onion, 10 to 15 minutes. Pour balsamic vinegar into fig-onion mixture; cook until all the liquid has evaporated, 5 to 10 minutes. Stir sugar, 1 tablespoon at a time, into fig-onion mixture until desired sweetness is reached. Serve warm or chilled."
Figs and Toasted Almonds Brie,"['½  brown sugar', 'tablespoons water', 'fresh figs', 'stemmed and quartered', 'round  -inch diameter round brie cheese', '½  toasted almonds', '½ teaspoon vanilla extract']",american,25,"Prep Time: 10 mins, Cook Time: 25 mins, Total Time: 35 mins, Servings: 12, Yield: 12 servings",188,12,4.7,https://www.allrecipes.com/recipe/55148/figs-and-toasted-almonds-brie/,https://www.allrecipes.com/thmb/nxKpYFVrqSsgxlcrP6bMmrFjN-g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/672725-91cdd6d354eb4bd5be207303628852c3.jpg,"Preheat oven to 325 degrees F (165 C).
Heat brown sugar and water in a small saucepan over medium heat until sugar is completely dissolved. Add figs and vanilla, and cook until softened, about 10 minutes. Stir in almonds and vanilla. Place brie wheel in a baking dish, and pour fig mixture over the top.
Bake in the preheated oven for 10 to 15 minutes, or until softened but not melted. Serve with water crackers."
Fresh Fig Oatmeal Muffins,"['¾  fresh figs', 'eggs', '½  applesauce', '½  white sugar', '½  brown sugar', 'all-purpose flour', '¼  flax seed meal', 'teaspoon ground cinnamon', 'teaspoon pumpkin pie spice', 'teaspoon baking soda', '½ teaspoon baking powder', '¼  old-fashioned oats']",american,20,"Prep Time: 20 mins, Cook Time: 20 mins, Total Time: 40 mins, Servings: 24, Yield: 24 muffins",85,24,4.5,https://www.allrecipes.com/recipe/254797/fresh-fig-oatmeal-muffins/,https://www.allrecipes.com/thmb/fLH30VTUMBI88PcFEbtWKSQBXio=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4544210-9a8902271abb4988bc106ca3a0058d93.jpg,"Preheat oven to 350 degrees F (175 degrees C). Grease 24 muffin cups or line with paper muffin liners.
Place half of the figs in a blender; blend until smooth. Chop remaining figs with a sharp knife.
Beat eggs, applesauce, white sugar, and brown sugar together with an electric mixer in a bowl until frothy. Mix in flour, blended and chopped figs, flax meal, cinnamon, pumpkin pie spice, baking soda, and baking powder. Slowly add flour with mixer on low; fold in oats. Spoon batter into muffin cups.
Bake in preheated oven until tops spring back when lightly pressed, 20 to 25 minutes."
Fresh Figs and Chicken Thighs in Shallot-Balsamic Reduction,"['skinless', 'boneless chicken thighs', 'salt and ground black pepper to taste', 'tablespoons extra-virgin olive oil', 'fresh figs', 'stemmed and quartered', '½  chicken broth', '¼  balsamic vinegar', 'large shallot', 'sliced lengthwise', 'tablespoon minced fresh rosemary', 'fresh rosemary', 'for garnish']",italian,30,"Prep Time: 15 mins, Cook Time: 30 mins, Total Time: 45 mins, Servings: 8, Yield: 8 chicken thighs",202,8,5.0,https://www.allrecipes.com/recipe/275369/fresh-figs-and-chicken-thighs-in-shallot-balsamic-reduction/,https://www.allrecipes.com/thmb/rpmo9fIx0U53w0ejoYITut_4h3M=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6929317-71ec6b563147403284926b0dad9e5c8c.jpg,"Pat chicken thighs dry and season both sides with salt and pepper.
Heat olive oil in a large skillet over medium-high heat until shimmering. Add chicken thighs and cook, 3 to 4 minutes on each side. Add figs, chicken broth, balsamic vinegar, and shallot. Bring contents to a boil, cover, reduce heat, and let simmer until chicken thighs are no longer pink in the centers and an instant-read thermometer inserted into the centers reads at least 165 degrees F (74 degrees C), about 8 minutes. Transfer thighs to a serving plate and keep warm.
Remove figs from the skillet using a slotted spoon and place them around the chicken on the plate.
Add minced rosemary to the skillet contents, increase heat to medium-high, and allow contents to come to a full boil to create a the reduction. Continue to boil, stirring often, until liquid reduces to approximately 1 cup, 8 to 10 minutes. Drizzle balsamic reduction over chicken and figs and garnish with rosemary sprigs. Serve warm."
Fig and Honey Jam with Walnuts,"['mission figs', 'stemmed', 'honey', 'water', '¼  butter', 'tablespoons lemon juice', 'teaspoons ground cinnamon', '½ teaspoons vanilla extract', 'teaspoon ground cloves', 'teaspoon salt', '½ teaspoon grated fresh ginger', 'chopped walnuts']",american,95,"Prep Time: 15 mins, Cook Time: 1 hrs 35 mins, Total Time: 1 hrs 50 mins, Servings: 48, Yield: 48 servings",91,48,4.8,https://www.allrecipes.com/recipe/256649/fig-and-honey-jam-with-walnuts/,https://www.allrecipes.com/thmb/QHoiL5rnBjmFcMyO03wcbelO_4k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4576930-ca5fa01fbea84730b28ad59fec93b20c.jpg,"Combine figs, honey, water, butter, lemon juice, cinnamon, vanilla extract, cloves, salt, and ginger in a large pot; bring to a boil. Reduce heat and simmer until figs are soft, about 1 hour 15 minutes.
Blend figs with an immersion blender until mixture reaches desired consistency. Stir in walnuts. Cook until flavors combine, about 15 minutes.
Remove pot from heat and pour fig mixture into a container; transfer to the refrigerator."
Fresh Fig Freezer Jam,"['white sugar', 'stemmed and coarsely chopped figs', '⅓  lemon juice', 'pouches liquid pectin']",american,32,"Prep Time: 15 mins, Additional Time: 15 mins, Total Time: 30 mins, Servings: 96, Yield: 96 servings",48,96,4.5,https://www.allrecipes.com/recipe/234169/fresh-fig-freezer-jam/,https://www.allrecipes.com/thmb/bY_ovtUYyV9aBLeDqSkEJjdJo6w=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5696750-1bd656bfcac14316bcbf85dcd517ef98.jpg,"Mix sugar and figs together in a large glass or plastic bowl; set aside for sugar to slightly dissolve, stirring occasionally, about 15 minutes.
Stir lemon juice and pectin together in a glass or plastic bowl. Stir lemon juice mixture into fig mixture until sugar is fully dissolved. Pour fig mixture into sterilized plastic canning containers, leaving 1/4 inch at the top. Cover containers and refrigerate or freeze."
Fig-Ricotta Cake,"['nonstick cooking spray', '½  all-purpose flour', '½ teaspoons baking powder', 'teaspoon salt', '½  whole-milk ricotta cheese', 'white sugar', '¾  unsalted butter', 'softened', 'large eggs', 'at room temperature', '½ teaspoons almond extract', 'fresh figs', 'chopped into -inch pieces', 'tablespoon all-purpose flour', 'fresh fig slices', ""teaspoon confectioners' sugar"", 'or as needed']",american,45,"Prep Time: 20 mins, Cook Time: 45 mins, Additional Time: 20 mins, Total Time: 1 hrs 25 mins, Servings: 10, Yield: 1 9-inch loaf cake",374,10,5.0,https://www.allrecipes.com/recipe/275368/fig-ricotta-cake/,https://www.allrecipes.com/thmb/JlLVkrmPKX5xe9_HoVp0Mc7enaA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6931417-ed7c8139157f4e7f81405a4625e6a3dd.jpg,"Preheat the oven to 350 degrees F (175 degrees C). Spray a 9-inch loaf pan with nonstick cooking spray.
Whisk flour, baking powder, and salt together in a medium bowl. Set aside.
Beat ricotta cheese, sugar, and butter together in a bowl using an electric mixer on medium speed until smooth, about 2 minutes. Beat in eggs, one at a time, followed by almond extract. Beat in flour mixture on low speed, scraping down the sides of the bowl until combined; beat batter for about 30 seconds more.
Place chopped figs into a bowl, sprinkle 1 tablespoon flour over, and stir to coat. Fold figs into the batter. Pour into the prepared loaf pan. Place fig slices on top of the batter, down the center.
Bake in the preheated oven until a toothpick inserted into the center of the cake comes out clean, 45 to 60 minutes.
Remove from the oven and place on a wire rack to cool. Remove from the pan once the cake has cooled, 20 to 30 minutes. Dust with confectioners' sugar."
August Fig Cookies,"['½  butter', 'softened', '½  white sugar', '¼  golden brown sugar', 'egg', 'teaspoon vanilla extract', '½  all-purpose flour', '½ teaspoon baking powder', '¼ teaspoon ground cinnamon', '⅛ teaspoon salt', '½  fresh figs', 'halved', '½  chopped walnuts']",american,15,"Prep Time: 20 mins, Cook Time: 15 mins, Total Time: 35 mins, Servings: 12, Yield: 2 dozen cookies",211,12,4.7,https://www.allrecipes.com/recipe/228557/august-fig-cookies/,https://www.allrecipes.com/thmb/oKzVym72dDornhFdLK4LXx7byhg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6920733-56672f1114ce460fa8d6e614b002deb2.jpg,"Preheat oven to 375 degrees F (190 degrees C). Grease two baking sheets.
Mix butter, white sugar, and brown sugar by hand in a bowl. Add egg and vanilla extract; stir to combine. Combine flour, baking powder, cinnamon, and salt together in a separate bowl; stir into sugar mixture.
Scoop the meat out of figs and reserve 2 tablespoons. Chop figs and scooped middles. Fold chopped figs and walnuts into the cookie dough.
Drop spoonfuls of batter on the prepared baking sheet. Top each mound with small amounts of reserved fig pulp.
Bake in the preheated oven until the cookie edges are lightly browned, 12 to 15 minutes."
Fig and Prosciutto Appetizer Bites,"['honey-flavored goat cheese', 'prosciutto', 'fresh figs', 'thinly sliced', 'leaves fresh basil', 'cut into thin strips', '⅛ teaspoon freshly ground black pepper']",italian,20,"Prep Time: 10 mins, Additional Time: 2 hrs, Total Time: 2 hrs 10 mins, Servings: 25, Yield: 25 bites",30,25,4.9,https://www.allrecipes.com/recipe/268661/fig-and-prosciutto-appetizer-bites/,https://www.allrecipes.com/thmb/ojom8nlzSi1ziOClezIZG7WT_pY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5854830-f9543fc575c14941aa755f07f03dc882.jpg,"Place goat cheese on a sheet of plastic wrap. Top with another sheet of plastic wrap and use a rolling pin to flatten into a 4x8-inch rectangle.
Remove the top sheet of plastic wrap and cover goat cheese with slices of prosciutto, slightly overlapping the edges. Cover prosciutto with a new sheet of plastic wrap and flip both sheets over so the goat cheese layer is now facing up.
Remove top sheet of plastic wrap. Cover goat cheese evenly with figs, basil, and black pepper. Starting from the long edge, roll tightly to form a log. Wrap log in plastic wrap and refrigerate at least 2 hours."
Fig Cake I,"['all-purpose flour', 'teaspoon ground cinnamon', 'teaspoon ground cloves', 'teaspoon ground nutmeg', 'teaspoon baking soda', 'teaspoon baking powder', '½ teaspoon salt', '½  white sugar', 'butter', 'eggs', 'beaten', 'buttermilk', 'chopped fresh figs', 'chopped pecans', '½  butter', '½  white sugar', '½  evaporated milk', '½ teaspoon baking soda']",american,90,"Prep Time: 30 mins, Cook Time: 1 hrs 30 mins, Total Time: 2 hrs, Servings: 18, Yield: 1 - 9x13 inch pan",353,18,4.5,https://www.allrecipes.com/recipe/21074/fig-cake-i/,https://www.allrecipes.com/thmb/TQ40-SC7Aotw2OdneROyu5E5UPM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1022979-cd022210cfae47c3976f74a32915a6da.jpg,"Preheat oven to 300 degrees F (150 degrees C). Grease a 9x13 inch pan. Mix together the flour, cinnamon, cloves, nutmeg, 1 teaspoon baking soda, baking powder and salt. Set aside.
In a large bowl, cream together 1 cup butter and 1 1/2 cup sugar until light and fluffy. Stir in the eggs. Beat in the flour mixture alternately with the buttermilk, mixing just until incorporated. Fold in the chopped figs and pecans.
Pour batter into prepared pan. Bake in the preheated oven for 60 minutes, or until a toothpick inserted into the center of the cake comes out clean. Allow to cool.
To make the icing: In a large saucepan, mix together butter, sugar, evaporated milk and baking soda. Bring to a boil, stirring until sugar is dissolved. Then cook without stirring until the mixture turns brown, or until it reaches the soft ball stage on a candy thermometer (234 degrees F - 115 degrees C). Cool to lukewarm (110 degrees F). Pour into a small bowl and beat until it thickens to spreading consistency. Quickly spread icing onto the cooled cake."
Blueberry-Fig Jam,"['¼  blueberries', 'quartered fresh figs', '¾  white sugar', '½  water', 'tablespoon lime juice', '½ teaspoon balsamic vinegar']",american,25,"Prep Time: 15 mins, Cook Time: 25 mins, Additional Time: 10 mins, Total Time: 50 mins, Servings: 12, Yield: 1 jar",72,12,4.8,https://www.allrecipes.com/recipe/275586/blueberry-fig-jam/,https://www.allrecipes.com/thmb/fWwNtjeVC-K-7gep0b-7QX4EhgA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6957902-5191866f26ba4f52873f20878defc75f.jpg,"Mash blueberries with a fork in a small bowl. Transfer to a 3 1/2-quart pot. Add figs, sugar, water, lime juice, and balsamic vinegar. Lightly pulse with an immersion blender until mostly smooth, with some chunks remaining for texture.
Place the pot on the stove over medium-high heat. Stir continuously as it comes to a boil. Reduce heat to low, and stir periodically, until thickened, 20 to 25 minutes. Check doneness by dropping a small spoonful of jam onto a frozen plate. Let sit for 1 to 2 minutes; if jam appears to gel, it is ready. Continue cooking if jam appears thin and runny.
When jam has thickened, remove from heat and allow to cool slightly, about 10 minutes. Pour jam into a clean jar with a hermetic seal. Allow to cool completely before refrigerating."
Pear-Fig Salad,"['torn romaine lettuce', 'fresh figs', 'quartered', 'large ripe but firm pear', 'peeled and thinly sliced', '¼  toasted pecans', 'chopped', '¼  shredded gruyere cheese', 'small red onion', 'thinly sliced', 'tablespoons extra-virgin olive oil', 'tablespoons balsamic vinegar', 'salt and freshly ground black pepper to taste']",american,32,"Prep Time: 20 mins, Total Time: 20 mins, Servings: 4, Yield: 4 servings",286,4,4.0,https://www.allrecipes.com/recipe/263850/pear-fig-salad/,https://www.allrecipes.com/thmb/j-Ojnpdt88BmZ6VRBHjMMjZ2s_Q=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6909110-a1ff47e920ca46b2b6d92d4d1e5e62a3.jpg,"Combine romaine lettuce, figs, pear, pecans, Gruyere cheese, and onion in a large bowl. Drizzle evenly with olive oil and vinegar. Season with salt and pepper. Toss lightly and serve."
